version;reserved0;flags;invalidLlh;iTOW;lon;lat;height;hMSL;lonHp;latHp;heightHp;hMSLHp;hAcc;vAcc
0;0;('X001', {'invalidLlh': 'U001'});0;220258000;14.190922801;40.828876962;84968.6;43693.0;1;-38;-4;0;71.8;98.9
0;0;('X001', {'invalidLlh': 'U001'});0;220259000;14.19092278;40.828876811;84965.4;43689.8;-20;11;4;-2;71.5;98.4
0;0;('X001', {'invalidLlh': 'U001'});0;220260000;14.190922758;40.828876663;84955.4;43679.7;-42;-37;4;-3;71.0;97.9
0;0;('X001', {'invalidLlh': 'U001'});0;220261000;14.190922767;40.828876478;84946.0;43670.4;-33;-22;0;4;70.8;97.6
0;0;('X001', {'invalidLlh': 'U001'});0;220262000;14.190922744;40.828876287;84932.6;43657.0;44;-13;-4;0;70.6;97.3
0;0;('X001', {'invalidLlh': 'U001'});0;220263000;14.19092274;40.828876129;84921.9;43646.3;40;29;-1;3;70.4;97.1
0;0;('X001', {'invalidLlh': 'U001'});0;220264000;14.190922755;40.828875996;84909.0;43633.4;-45;-4;0;4;70.2;96.8
0;0;('X001', {'invalidLlh': 'U001'});0;220265000;14.190922753;40.828875867;84889.0;43613.4;-47;-33;0;4;69.9;96.4
0;0;('X001', {'invalidLlh': 'U001'});0;220266000;14.190922756;40.828875755;84867.8;43592.2;-44;-45;-2;2;69.6;95.8
0;0;('X001', {'invalidLlh': 'U001'});0;220267000;14.19092273;40.828875811;84902.9;43627.2;30;11;-1;2;68.1;92.9
0;0;('X001', {'invalidLlh': 'U001'});0;220268000;14.190922705;40.828875835;84958.2;43682.6;5;35;2;-4;67.5;92.3
0;0;('X001', {'invalidLlh': 'U001'});0;220269000;14.190922698;40.828875801;85017.5;43741.9;-2;1;5;-1;67.0;91.7
0;0;('X001', {'invalidLlh': 'U001'});0;220270000;14.190922715;40.82887568;85080.3;43804.7;15;-20;3;-3;66.7;91.4
0;0;('X001', {'invalidLlh': 'U001'});0;220271000;14.190922715;40.828875477;85142.0;43866.4;15;-23;0;4;66.2;90.8
0;0;('X001', {'invalidLlh': 'U001'});0;220272000;14.190922686;40.828875235;85192.1;43916.5;-14;35;1;-5;65.7;90.1
0;0;('X001', {'invalidLlh': 'U001'});0;220273000;14.190922629;40.828875015;85236.4;43960.8;29;15;4;-2;66.5;90.8
0;0;('X001', {'invalidLlh': 'U001'});0;220274000;14.190922578;40.82887481;85270.2;43994.6;-22;10;2;-4;66.7;91.1
0;0;('X001', {'invalidLlh': 'U001'});0;220275000;14.190922524;40.828874729;85282.1;44006.5;24;29;1;5;66.4;90.7
0;0;('X001', {'invalidLlh': 'U001'});0;220276000;14.190922492;40.8288747;85288.1;44012.4;-8;0;1;4;66.4;90.9
0;0;('X001', {'invalidLlh': 'U001'});0;220277000;14.190922476;40.828874684;85291.3;44015.7;-24;-16;3;-3;66.1;90.7
0;0;('X001', {'invalidLlh': 'U001'});0;220278000;14.190922453;40.828874662;85294.3;44018.6;-47;-38;3;-4;65.8;90.6
0;0;('X001', {'invalidLlh': 'U001'});0;220279000;14.190922505;40.828874608;85276.8;44001.2;5;8;-2;2;65.4;89.8
0;0;('X001', {'invalidLlh': 'U001'});0;220280000;14.19092251;40.82887458;85270.9;43995.3;10;-20;-1;3;65.5;89.5
0;0;('X001', {'invalidLlh': 'U001'});0;220281000;14.190922506;40.828874572;85263.2;43987.6;6;-28;2;-4;65.4;89.0
0;0;('X001', {'invalidLlh': 'U001'});0;220282000;14.190922501;40.828874599;85257.4;43981.8;1;-1;4;-2;65.0;89.0
0;0;('X001', {'invalidLlh': 'U001'});0;220283000;14.190922517;40.828874608;85248.5;43972.9;17;8;5;-1;65.0;89.0
0;0;('X001', {'invalidLlh': 'U001'});0;220284000;14.190922582;40.828874564;85248.2;43972.6;-18;-36;2;-4;64.6;88.5
0;0;('X001', {'invalidLlh': 'U001'});0;220285000;14.190922595;40.828874508;85246.4;43970.8;-5;8;4;-2;63.9;88.2
0;0;('X001', {'invalidLlh': 'U001'});0;220286000;14.190922592;40.828874477;85234.3;43958.6;-8;-23;3;-4;62.6;86.6
0;0;('X001', {'invalidLlh': 'U001'});0;220287000;14.1909226;40.828874432;85217.3;43941.7;0;32;3;-3;62.4;86.0
0;0;('X001', {'invalidLlh': 'U001'});0;220288000;14.190922593;40.828874375;85200.1;43924.5;-7;-25;1;5;62.5;86.0
0;0;('X001', {'invalidLlh': 'U001'});0;220289000;14.190922615;40.82887434;85182.9;43907.3;15;40;-1;3;62.0;85.2
0;0;('X001', {'invalidLlh': 'U001'});0;220290000;14.190922609;40.828874327;85171.2;43895.6;9;27;2;-4;61.9;84.5
0;0;('X001', {'invalidLlh': 'U001'});0;220291000;14.190922611;40.828874287;85150.9;43875.3;11;-13;-1;3;61.8;84.3
0;0;('X001', {'invalidLlh': 'U001'});0;220292000;14.190922563;40.828874276;85131.8;43856.2;-37;-24;-2;2;61.7;84.1
0;0;('X001', {'invalidLlh': 'U001'});0;220293000;14.190922534;40.828874224;85113.8;43838.2;34;24;-2;2;61.5;83.8
0;0;('X001', {'invalidLlh': 'U001'});0;220294000;14.190922484;40.828874175;85095.9;43820.3;-16;-25;-1;3;61.6;83.6
0;0;('X001', {'invalidLlh': 'U001'});0;220295000;14.190922476;40.828874144;85079.3;43803.6;-24;44;3;-4;61.5;83.8
0;0;('X001', {'invalidLlh': 'U001'});0;220296000;14.190922452;40.82887412;85065.5;43789.9;-48;20;5;-1;61.3;83.5
0;0;('X001', {'invalidLlh': 'U001'});0;220297000;14.19092245;40.828874105;85047.6;43772.0;50;5;-4;0;61.3;83.4
0;0;('X001', {'invalidLlh': 'U001'});0;220298000;14.19092228;40.828874376;85056.8;43781.2;-20;-24;-2;2;59.8;80.8
0;0;('X001', {'invalidLlh': 'U001'});0;220299000;14.190922161;40.828874694;85080.0;43804.4;-39;-6;0;4;59.1;79.8
0;0;('X001', {'invalidLlh': 'U001'});0;220300000;14.190922095;40.828874921;85118.7;43843.1;-5;21;-3;1;58.9;79.6
0;0;('X001', {'invalidLlh': 'U001'});0;220301000;14.190922053;40.828875111;85160.9;43885.3;-47;11;-1;3;58.8;79.8
0;0;('X001', {'invalidLlh': 'U001'});0;220302000;14.19092203;40.828875219;85200.9;43925.3;30;19;-1;3;58.6;79.8
0;0;('X001', {'invalidLlh': 'U001'});0;220303000;14.190922019;40.828875285;85233.9;43958.3;19;-15;-1;3;58.4;79.7
0;0;('X001', {'invalidLlh': 'U001'});0;220304000;14.190922001;40.828875337;85259.3;43983.7;1;37;3;-3;58.3;79.6
0;0;('X001', {'invalidLlh': 'U001'});0;220305000;14.190921989;40.82887529;85275.5;43999.9;-11;-10;5;-1;58.0;78.8
0;0;('X001', {'invalidLlh': 'U001'});0;220306000;14.190921976;40.828875277;85287.3;44011.7;-24;-23;3;-3;58.0;78.5
0;0;('X001', {'invalidLlh': 'U001'});0;220307000;14.190921948;40.828875298;85296.8;44021.2;48;-2;-2;2;58.0;78.4
0;0;('X001', {'invalidLlh': 'U001'});0;220308000;14.190921944;40.828875332;85310.5;44034.9;44;32;-5;-1;57.9;78.3
0;0;('X001', {'invalidLlh': 'U001'});0;220309000;14.19092193;40.828875337;85324.7;44049.1;30;37;-3;1;57.9;78.2
0;0;('X001', {'invalidLlh': 'U001'});0;220310000;14.190921927;40.828875338;85331.7;44056.1;27;38;-3;1;57.6;77.7
0;0;('X001', {'invalidLlh': 'U001'});0;220311000;14.190921906;40.82887537;85329.1;44053.4;6;-30;1;4;58.5;78.4
0;0;('X001', {'invalidLlh': 'U001'});0;220312000;14.190921862;40.828875408;85325.0;44049.4;-38;8;0;4;58.7;78.5
0;0;('X001', {'invalidLlh': 'U001'});0;220313000;14.190921837;40.828875457;85320.0;44044.4;37;-43;0;4;58.6;78.4
0;0;('X001', {'invalidLlh': 'U001'});0;220314000;14.19092173;40.82887553;85321.8;44046.2;30;30;-2;2;58.1;78.0
0;0;('X001', {'invalidLlh': 'U001'});0;220315000;14.19092169;40.82887556;85320.4;44044.8;-10;-40;4;-2;57.8;77.7
0;0;('X001', {'invalidLlh': 'U001'});0;220316000;14.190921671;40.828875489;85318.8;44043.1;-29;-11;-2;1;57.5;77.6
0;0;('X001', {'invalidLlh': 'U001'});0;220317000;14.190921646;40.828875403;85320.3;44044.7;46;3;3;-3;57.3;77.2
0;0;('X001', {'invalidLlh': 'U001'});0;220318000;14.190921606;40.828875342;85317.4;44041.8;6;42;4;-2;57.1;77.0
0;0;('X001', {'invalidLlh': 'U001'});0;220319000;14.190921544;40.828875362;85322.9;44047.3;44;-38;-1;3;56.6;76.3
0;0;('X001', {'invalidLlh': 'U001'});0;220320000;14.190921471;40.82887539;85323.1;44047.5;-29;-10;1;5;56.4;76.0
0;0;('X001', {'invalidLlh': 'U001'});0;220321000;14.190921455;40.828875402;85327.4;44051.7;-45;2;4;-3;56.4;76.0
0;0;('X001', {'invalidLlh': 'U001'});0;220322000;14.190921426;40.828875387;85335.9;44060.3;26;-13;-1;3;56.3;75.9
0;0;('X001', {'invalidLlh': 'U001'});0;220323000;14.190921396;40.828875342;85337.7;44062.1;-4;42;-3;1;56.3;75.8
0;0;('X001', {'invalidLlh': 'U001'});0;220324000;14.190921355;40.828875314;85334.7;44059.1;-45;14;-3;1;56.2;75.8
0;0;('X001', {'invalidLlh': 'U001'});0;220325000;14.190921314;40.828875301;85328.4;44052.8;14;1;4;-2;56.2;75.7
0;0;('X001', {'invalidLlh': 'U001'});0;220326000;14.19092107;40.828875371;85326.0;44050.3;-30;-29;0;3;56.0;75.2
0;0;('X001', {'invalidLlh': 'U001'});0;220327000;14.190920961;40.828875441;85340.3;44064.6;-39;41;3;-4;55.3;73.9
0;0;('X001', {'invalidLlh': 'U001'});0;220328000;14.190920934;40.8288755;85354.3;44078.7;34;0;3;-3;55.1;73.7
0;0;('X001', {'invalidLlh': 'U001'});0;220329000;14.190920922;40.828875536;85369.0;44093.4;22;36;0;4;55.1;73.6
0;0;('X001', {'invalidLlh': 'U001'});0;220330000;14.190920878;40.828875587;85387.2;44111.6;-22;-13;2;-4;54.5;73.0
0;0;('X001', {'invalidLlh': 'U001'});0;220331000;14.190920853;40.828875635;85407.9;44132.3;-47;35;-1;3;54.4;72.8
0;0;('X001', {'invalidLlh': 'U001'});0;220332000;14.190920825;40.828875682;85427.5;44151.8;25;-18;5;-2;54.3;72.7
0;0;('X001', {'invalidLlh': 'U001'});0;220333000;14.190920809;40.828875762;85447.4;44171.8;9;-38;4;-2;54.0;72.5
0;0;('X001', {'invalidLlh': 'U001'});0;220334000;14.1909208;40.828875855;85469.3;44193.6;0;-45;3;-4;52.4;71.0
0;0;('X001', {'invalidLlh': 'U001'});0;220335000;14.19092082;40.828875915;85483.3;44207.7;20;15;3;-3;52.0;70.6
0;0;('X001', {'invalidLlh': 'U001'});0;220336000;14.190920833;40.828875975;85490.1;44214.5;33;-25;1;5;52.1;70.5
0;0;('X001', {'invalidLlh': 'U001'});0;220337000;14.190920832;40.828876058;85492.2;44216.5;32;-42;2;-5;52.0;70.4
0;0;('X001', {'invalidLlh': 'U001'});0;220338000;14.19092084;40.828876151;85494.8;44219.2;40;-49;-2;2;52.1;70.3
0;0;('X001', {'invalidLlh': 'U001'});0;220339000;14.190920883;40.828876252;85507.3;44231.6;-17;-48;3;-4;52.7;73.4
0;0;('X001', {'invalidLlh': 'U001'});0;220340000;14.190920925;40.828876348;85512.0;44236.3;25;48;0;3;51.8;70.3
0;0;('X001', {'invalidLlh': 'U001'});0;220341000;14.190920971;40.828876401;85511.2;44235.6;-29;1;2;-4;51.7;69.7
0;0;('X001', {'invalidLlh': 'U001'});0;220342000;14.190921;40.82887643;85511.5;44235.9;0;30;-5;-1;52.6;73.4
0;0;('X001', {'invalidLlh': 'U001'});0;220343000;14.190921017;40.828876416;85505.5;44229.9;17;16;5;-1;51.5;70.1
0;0;('X001', {'invalidLlh': 'U001'});0;220344000;14.190921024;40.828876413;85506.6;44231.0;24;13;-4;0;51.3;69.4
0;0;('X001', {'invalidLlh': 'U001'});0;220345000;14.190921052;40.828876419;85507.8;44232.2;-48;19;-2;2;52.2;73.1
0;0;('X001', {'invalidLlh': 'U001'});0;220346000;14.190921101;40.828876403;85508.9;44233.3;1;3;-1;3;51.4;69.8
0;0;('X001', {'invalidLlh': 'U001'});0;220347000;14.190921141;40.828876391;85505.9;44230.3;41;-9;-1;3;51.3;69.1
0;0;('X001', {'invalidLlh': 'U001'});0;220348000;14.190921158;40.828876376;85506.4;44230.8;-42;-24;4;-2;52.1;72.7
0;0;('X001', {'invalidLlh': 'U001'});0;220349000;14.19092118;40.828876368;85505.1;44229.5;-20;-32;1;5;51.5;70.0
0;0;('X001', {'invalidLlh': 'U001'});0;220350000;14.190921189;40.828876328;85501.2;44225.5;-11;28;2;-5;51.0;68.6
0;0;('X001', {'invalidLlh': 'U001'});0;220351000;14.190921205;40.82887626;85498.3;44222.7;5;-40;3;-3;50.8;68.4
0;0;('X001', {'invalidLlh': 'U001'});0;220352000;14.190921205;40.828876198;85496.7;44221.1;5;-2;-3;1;50.9;68.4
0;0;('X001', {'invalidLlh': 'U001'});0;220353000;14.190921216;40.82887615;85495.5;44219.9;16;-50;-5;-1;50.9;68.4
0;0;('X001', {'invalidLlh': 'U001'});0;220354000;14.190921236;40.828876122;85484.1;44208.5;36;22;1;5;50.9;68.5
0;0;('X001', {'invalidLlh': 'U001'});0;220355000;14.190921267;40.828876101;85468.9;44193.3;-33;1;-1;3;50.8;68.6
0;0;('X001', {'invalidLlh': 'U001'});0;220356000;14.190921297;40.828876071;85454.1;44178.5;-3;-29;1;5;50.8;68.6
0;0;('X001', {'invalidLlh': 'U001'});0;220357000;14.190921182;40.828876041;85464.8;44189.2;-18;41;-2;2;49.5;66.7
0;0;('X001', {'invalidLlh': 'U001'});0;220358000;14.19092114;40.828876065;85458.7;44183.1;40;-35;-3;1;49.6;66.7
0;0;('X001', {'invalidLlh': 'U001'});0;220359000;14.190921135;40.82887614;85448.2;44172.6;35;40;2;-4;49.6;66.8
0;0;('X001', {'invalidLlh': 'U001'});0;220360000;14.190921156;40.828876176;85448.0;44172.4;-44;-24;0;4;48.6;65.5
0;0;('X001', {'invalidLlh': 'U001'});0;220361000;14.190921191;40.828876184;85455.0;44179.4;-9;-16;0;4;48.4;65.2
0;0;('X001', {'invalidLlh': 'U001'});0;220362000;14.190921229;40.828876191;85455.9;44180.3;29;-9;-1;3;48.4;65.3
0;0;('X001', {'invalidLlh': 'U001'});0;220363000;14.190921246;40.828876205;85450.8;44175.2;46;5;-2;2;48.3;65.3
0;0;('X001', {'invalidLlh': 'U001'});0;220364000;14.190921278;40.828876228;85441.3;44165.6;-22;28;3;-4;48.3;65.4
0;0;('X001', {'invalidLlh': 'U001'});0;220365000;14.190921305;40.828876257;85435.4;44159.8;5;-43;4;-2;48.7;65.7
0;0;('X001', {'invalidLlh': 'U001'});0;220366000;14.190921331;40.828876272;85431.6;44155.9;31;-28;-4;-1;48.9;65.7
0;0;('X001', {'invalidLlh': 'U001'});0;220367000;14.190921352;40.828876281;85428.2;44152.5;-48;-19;2;-5;48.9;65.7
0;0;('X001', {'invalidLlh': 'U001'});0;220368000;14.190921376;40.828876244;85424.3;44148.7;-24;44;3;-3;48.9;65.7
0;0;('X001', {'invalidLlh': 'U001'});0;220369000;14.190921392;40.828876204;85420.1;44144.5;-8;4;1;-5;48.9;65.6
0;0;('X001', {'invalidLlh': 'U001'});0;220370000;14.190921446;40.828876163;85407.5;44131.9;46;-37;5;-1;48.7;65.8
0;0;('X001', {'invalidLlh': 'U001'});0;220371000;14.190921487;40.828876139;85396.0;44120.4;-13;39;0;4;48.5;65.7
0;0;('X001', {'invalidLlh': 'U001'});0;220372000;14.190921503;40.82887613;85383.6;44107.9;3;30;-4;-1;48.4;65.7
0;0;('X001', {'invalidLlh': 'U001'});0;220373000;14.19092152;40.828876103;85373.6;44098.0;20;3;-4;0;48.4;65.7
0;0;('X001', {'invalidLlh': 'U001'});0;220374000;14.190921538;40.82887607;85363.0;44087.3;38;-30;0;3;47.8;64.4
0;0;('X001', {'invalidLlh': 'U001'});0;220375000;14.190921578;40.828876045;85352.6;44077.0;-22;45;-4;0;47.7;64.2
0;0;('X001', {'invalidLlh': 'U001'});0;220376000;14.190921588;40.828876016;85337.4;44061.8;-12;16;4;-2;47.7;64.2
0;0;('X001', {'invalidLlh': 'U001'});0;220377000;14.190921603;40.828875979;85326.5;44050.9;3;-21;-5;-1;47.4;64.0
0;0;('X001', {'invalidLlh': 'U001'});0;220378000;14.190921622;40.828875922;85315.5;44039.9;22;22;5;-1;47.4;64.0
0;0;('X001', {'invalidLlh': 'U001'});0;220379000;14.190921647;40.828875885;85307.6;44031.9;47;-15;-4;-1;46.8;63.2
0;0;('X001', {'invalidLlh': 'U001'});0;220380000;14.190921652;40.828875842;85294.7;44019.1;-48;42;-3;1;46.7;63.0
0;0;('X001', {'invalidLlh': 'U001'});0;220381000;14.190921697;40.828875827;85279.6;44004.0;-3;27;-4;0;46.7;63.0
0;0;('X001', {'invalidLlh': 'U001'});0;220382000;14.190921707;40.828875817;85259.2;43983.6;7;17;2;-4;46.6;63.1
0;0;('X001', {'invalidLlh': 'U001'});0;220383000;14.190921728;40.82887577;85242.8;43967.2;28;-30;-2;2;46.5;63.1
0;0;('X001', {'invalidLlh': 'U001'});0;220384000;14.190921727;40.828875711;85229.6;43954.0;27;11;-4;0;46.5;63.1
0;0;('X001', {'invalidLlh': 'U001'});0;220385000;14.19092173;40.828875639;85216.5;43940.9;30;39;-5;-1;46.7;63.0
0;0;('X001', {'invalidLlh': 'U001'});0;220386000;14.190921662;40.828875671;85188.2;43912.6;-38;-29;2;-4;46.4;62.3
0;0;('X001', {'invalidLlh': 'U001'});0;220387000;14.190921639;40.828875696;85191.4;43915.8;39;-4;4;-2;45.8;61.5
0;0;('X001', {'invalidLlh': 'U001'});0;220388000;14.190921669;40.828875734;85201.9;43926.2;-31;34;-1;2;45.7;61.4
0;0;('X001', {'invalidLlh': 'U001'});0;220389000;14.190921697;40.828875776;85213.5;43937.9;-3;-24;-5;-1;45.1;60.4
0;0;('X001', {'invalidLlh': 'U001'});0;220390000;14.190921756;40.828875804;85222.7;43947.0;-44;4;-3;0;45.0;60.3
0;0;('X001', {'invalidLlh': 'U001'});0;220391000;14.190921796;40.828875838;85238.9;43963.3;-4;38;-1;3;44.9;60.3
0;0;('X001', {'invalidLlh': 'U001'});0;220392000;14.190921836;40.828875888;85253.4;43977.7;36;-12;4;-3;44.7;60.3
0;0;('X001', {'invalidLlh': 'U001'});0;220393000;14.190921882;40.828875918;85262.6;43987.0;-18;18;-4;0;44.8;60.3
0;0;('X001', {'invalidLlh': 'U001'});0;220394000;14.19092193;40.828875907;85271.1;43995.5;30;7;1;5;44.9;60.4
0;0;('X001', {'invalidLlh': 'U001'});0;220395000;14.190921991;40.828875931;85274.6;43999.0;-9;31;-4;0;45.2;60.8
0;0;('X001', {'invalidLlh': 'U001'});0;220396000;14.190922032;40.82887595;85269.8;43994.2;32;50;-2;2;45.3;60.8
0;0;('X001', {'invalidLlh': 'U001'});0;220397000;14.190922065;40.828875956;85268.7;43993.1;-35;-44;-3;1;45.3;60.9
0;0;('X001', {'invalidLlh': 'U001'});0;220398000;14.190922084;40.828875985;85266.9;43991.3;-16;-15;-1;3;45.3;60.9
0;0;('X001', {'invalidLlh': 'U001'});0;220399000;14.190922105;40.828876016;85263.9;43988.2;5;16;-1;2;45.5;61.0
0;0;('X001', {'invalidLlh': 'U001'});0;220400000;14.190922161;40.828876003;85262.9;43987.3;-39;3;-1;3;44.2;59.3
0;0;('X001', {'invalidLlh': 'U001'});0;220401000;14.190922195;40.828875974;85263.3;43987.7;-5;-26;3;-3;44.1;59.2
0;0;('X001', {'invalidLlh': 'U001'});0;220402000;14.190922253;40.828875953;85261.7;43986.1;-47;-47;-3;1;44.1;59.2
0;0;('X001', {'invalidLlh': 'U001'});0;220403000;14.190922296;40.828875947;85259.6;43984.0;-4;47;-4;0;44.1;59.2
0;0;('X001', {'invalidLlh': 'U001'});0;220404000;14.190922359;40.82887595;85257.1;43981.5;-41;50;1;-5;44.2;59.3
0;0;('X001', {'invalidLlh': 'U001'});0;220405000;14.190922411;40.828875976;85249.5;43973.9;11;-24;-5;-1;43.6;58.6
0;0;('X001', {'invalidLlh': 'U001'});0;220406000;14.190922464;40.828876006;85244.6;43969.0;-36;6;-4;0;43.6;58.5
0;0;('X001', {'invalidLlh': 'U001'});0;220407000;14.190922538;40.828876017;85239.9;43964.3;38;17;-1;3;43.6;58.5
0;0;('X001', {'invalidLlh': 'U001'});0;220408000;14.190922592;40.828876014;85231.9;43956.3;-8;14;-1;3;43.6;58.5
0;0;('X001', {'invalidLlh': 'U001'});0;220409000;14.190922628;40.828876016;85224.1;43948.4;28;16;1;4;43.6;58.5
0;0;('X001', {'invalidLlh': 'U001'});0;220410000;14.190922664;40.828875994;85219.1;43943.5;-36;-6;1;5;43.9;58.7
0;0;('X001', {'invalidLlh': 'U001'});0;220411000;14.190922726;40.828875964;85208.9;43933.3;26;-36;-1;3;43.8;58.6
0;0;('X001', {'invalidLlh': 'U001'});0;220412000;14.190922758;40.828875951;85204.5;43928.9;-42;-49;-5;-1;43.8;58.6
0;0;('X001', {'invalidLlh': 'U001'});0;220413000;14.190922785;40.828875942;85198.7;43923.1;-15;42;-3;1;43.9;58.7
0;0;('X001', {'invalidLlh': 'U001'});0;220414000;14.190922799;40.828875926;85194.4;43918.8;-1;26;4;-2;44.0;58.8
0;0;('X001', {'invalidLlh': 'U001'});0;220415000;14.19092281;40.828875942;85182.6;43906.9;10;42;-4;-1;44.0;58.9
0;0;('X001', {'invalidLlh': 'U001'});0;220416000;14.19092281;40.828875963;85175.8;43900.1;10;-37;-2;1;44.2;59.1
0;0;('X001', {'invalidLlh': 'U001'});0;220417000;14.190922808;40.82887602;85206.5;43930.9;8;20;-5;-1;43.2;57.4
0;0;('X001', {'invalidLlh': 'U001'});0;220418000;14.190922847;40.828876056;85233.6;43958.0;47;-44;-4;0;43.2;57.3
0;0;('X001', {'invalidLlh': 'U001'});0;220419000;14.190922899;40.828876073;85252.5;43976.9;-1;-27;5;-1;43.3;57.4
0;0;('X001', {'invalidLlh': 'U001'});0;220420000;14.190922944;40.828876123;85261.4;43985.8;44;23;4;-2;43.3;57.7
0;0;('X001', {'invalidLlh': 'U001'});0;220421000;14.190923;40.828876162;85272.0;43996.3;0;-38;0;3;43.4;57.8
0;0;('X001', {'invalidLlh': 'U001'});0;220422000;14.190923053;40.828876214;85283.7;44008.1;-47;14;-3;1;43.4;57.8
0;0;('X001', {'invalidLlh': 'U001'});0;220423000;14.190923105;40.828876266;85299.5;44023.9;5;-34;-5;-1;43.5;58.0
0;0;('X001', {'invalidLlh': 'U001'});0;220424000;14.19092315;40.8288763;85314.8;44039.2;50;0;-2;2;43.5;58.1
0;0;('X001', {'invalidLlh': 'U001'});0;220425000;14.1909232;40.828876265;85325.8;44050.2;0;-35;-2;2;43.2;57.6
0;0;('X001', {'invalidLlh': 'U001'});0;220426000;14.190923242;40.828876251;85332.8;44057.2;42;-49;-2;2;43.1;57.5
0;0;('X001', {'invalidLlh': 'U001'});0;220427000;14.190923294;40.828876276;85336.1;44060.5;-6;-24;1;5;43.1;57.5
0;0;('X001', {'invalidLlh': 'U001'});0;220428000;14.190923324;40.828876297;85340.4;44064.8;24;-3;4;-2;43.1;57.6
0;0;('X001', {'invalidLlh': 'U001'});0;220429000;14.190923341;40.828876345;85353.1;44077.4;41;45;1;4;42.4;56.6
0;0;('X001', {'invalidLlh': 'U001'});0;220430000;14.190923397;40.828876372;85364.7;44089.1;-3;-28;-3;1;42.4;56.6
0;0;('X001', {'invalidLlh': 'U001'});0;220431000;14.190923455;40.828876381;85372.8;44097.2;-45;-19;-2;2;42.5;56.7
0;0;('X001', {'invalidLlh': 'U001'});0;220432000;14.190923498;40.828876394;85378.5;44102.9;-2;-6;5;-1;42.6;56.8
0;0;('X001', {'invalidLlh': 'U001'});0;220433000;14.190923511;40.828876401;85379.9;44104.3;11;1;-1;3;42.7;57.0
0;0;('X001', {'invalidLlh': 'U001'});0;220434000;14.190923539;40.828876401;85386.7;44111.1;39;1;-3;1;42.8;57.1
0;0;('X001', {'invalidLlh': 'U001'});0;220435000;14.190923572;40.828876383;85400.5;44124.9;-28;-17;-5;-1;42.9;56.9
0;0;('X001', {'invalidLlh': 'U001'});0;220436000;14.190923615;40.828876344;85410.3;44134.7;15;44;3;-3;42.9;56.8
0;0;('X001', {'invalidLlh': 'U001'});0;220437000;14.190923646;40.828876327;85412.7;44137.1;46;27;-3;1;42.9;56.8
0;0;('X001', {'invalidLlh': 'U001'});0;220438000;14.190923664;40.828876327;85416.8;44141.1;-36;27;-2;1;42.9;56.9
0;0;('X001', {'invalidLlh': 'U001'});0;220439000;14.190923668;40.828876316;85425.4;44149.8;-32;16;4;-2;43.1;57.2
0;0;('X001', {'invalidLlh': 'U001'});0;220440000;14.190923674;40.828876275;85432.8;44157.2;-26;-25;-2;2;42.6;56.7
0;0;('X001', {'invalidLlh': 'U001'});0;220441000;14.190923681;40.828876225;85442.5;44166.9;-19;25;-5;-1;42.5;56.7
0;0;('X001', {'invalidLlh': 'U001'});0;220442000;14.190923677;40.828876202;85452.2;44176.6;-23;2;2;-4;42.5;56.7
0;0;('X001', {'invalidLlh': 'U001'});0;220443000;14.190923681;40.828876175;85449.7;44174.1;-19;-25;-3;1;43.0;60.1
0;0;('X001', {'invalidLlh': 'U001'});0;220444000;14.190923682;40.828876175;85443.8;44168.2;-18;-25;-2;2;43.0;60.3
0;0;('X001', {'invalidLlh': 'U001'});0;220445000;14.190923695;40.828876164;85437.8;44162.2;-5;-36;-2;2;44.1;64.5
0;0;('X001', {'invalidLlh': 'U001'});0;220446000;14.190923533;40.828876174;85426.8;44151.1;33;-26;-2;1;43.3;63.4
0;0;('X001', {'invalidLlh': 'U001'});0;220446688;14.190923484;40.828876183;85423.1;44147.5;-16;-17;1;5;11300.300000000001;7990.5
0;0;('X001', {'invalidLlh': 'U001'});0;220447000;14.190923484;40.828876183;85423.1;44147.5;-16;-17;1;5;14337.800000000001;10138.400000000001
0;0;('X001', {'invalidLlh': 'U001'});0;220447500;14.191014064;40.828839571;93510.2;52234.7;-36;-29;2;-3;34417.5;46290.0
0;0;('X001', {'invalidLlh': 'U001'});0;220448000;14.19097452;40.828864688;89263.0;47987.4;20;-12;0;4;13946.5;16594.2
0;0;('X001', {'invalidLlh': 'U001'});0;220449000;14.190964727;40.828859368;85486.1;44210.6;27;-32;1;-4;8760.1;11742.7
0;0;('X001', {'invalidLlh': 'U001'});0;220450000;14.190975798;40.828847215;86912.6;45637.1;-2;15;-4;1;6503.1;8873.0
0;0;('X001', {'invalidLlh': 'U001'});0;220451000;14.190958697;40.828857614;84720.8;43445.2;-3;14;-2;2;5299.400000000001;7319.8
0;0;('X001', {'invalidLlh': 'U001'});0;220452000;14.190950766;40.828862397;83342.4;42066.8;-34;-3;4;-2;4589.400000000001;6394.3
0;0;('X001', {'invalidLlh': 'U001'});0;220453000;14.190946942;40.828864218;82112.1;40836.5;42;18;1;-5;4073.6;5709.6
0;0;('X001', {'invalidLlh': 'U001'});0;220454000;14.19094437;40.828865543;81102.1;39826.5;-30;43;1;5;3695.3;5202.8
0;0;('X001', {'invalidLlh': 'U001'});0;220455000;14.190942611;40.828866568;80316.1;39040.5;11;-32;1;-5;3404.2;4810.8
0;0;('X001', {'invalidLlh': 'U001'});0;220456000;14.190941224;40.828867245;79680.0;38404.4;24;45;0;4;3172.4;4495.3
